City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,cabo san lucas,22.8909,-109.9124,33.17,17,0,4.12,MX,1686414340
286,key largo,25.0865,-80.4473,30.0,63,1,2.88,US,1686414272
287,chiredzi,-21.05,31.6667,22.96,49,0,2.99,ZW,1686414341
288,half moon bay,37.4636,-122.4286,16.04,86,100,2.57,US,1686414328
289,wynyard,-41.0,145.7167,11.1,82,19,1.91,AU,1686414341
290,rapid valley,44.0625,-103.1463,16.75,92,100,5.14,US,1686414341
291,verkhoyansk,67.5447,133.385,13.41,72,99,3.02,RU,1686414341
292,benghazi,32.1167,20.0667,23.91,60,70,4.16,LY,1686414193
293,jinchang,38.4953,102.1739,24.11,17,100,2.77,CN,1686414341
294,okato,-39.2,173.8833,5.94,89,6,0.45,NZ,1686414341
295,launceston,-41.45,147.1667,10.45,92,26,5.66,AU,1686414341
296,changde,29.0464,111.6783,26.11,68,100,2.15,CN,1686414341
297,piterka,50.6803,47.4454,25.05,37,99,2.83,RU,1686414341
298,namatanai,-3.6667,152.4333,25.89,84,86,1.84,PG,1686414341
299,tambura,5.6,27.4667,25.65,71,70,2.08,SS,1686414341
300,kyzyl-suu,42.3414,78.0056,16.74,61,47,1.47,KG,1686414341
301,melville,40.7934,-73.4151,24.2,51,0,3.13,US,1686414342
302,petropavlovsk-kamchatskiy,53.0452,158.6483,11.33,54,40,4.0,RU,1686414342
303,kavaratti,10.5669,72.642,29.7,77,94,9.08,IN,1686414342
304,vera cruz,-12.6333,-41.0333,25.76,43,85,1.96,BR,1686414342
305,saint-pierre,-21.3393,55.4781,24.82,65,0,2.06,RE,1686414342
306,zlobin,45.2924,14.6541,20.09,75,40,2.06,HR,1686414342
307,pacific grove,36.6177,-121.9166,13.56,86,100,3.58,US,1686414342
308,black diamond,47.3087,-122.0032,11.98,91,100,0.89,US,1686414342
309,clearwater,27.9659,-82.8001,31.77,69,0,2.68,US,1686414019
310,sokolo,14.7328,-6.1219,43.19,10,54,4.88,ML,1686414342
311,helena,46.5927,-112.0361,21.21,75,75,1.54,US,1686414132
312,waingapu,-9.6567,120.2641,24.96,88,91,3.26,ID,1686414342
313,adrar,20.5022,-10.0711,40.95,9,0,6.02,MR,1686414342
314,akdepe,42.0551,59.3788,28.05,16,82,6.88,TM,1686414342
315,hambantota,6.1241,81.1185,27.36,81,97,8.72,LK,1686414343
316,bodden town,19.2833,-81.25,30.52,82,75,7.2,KY,1686414343
317,jawhar,2.7809,45.5005,25.72,75,47,7.79,SO,1686414343
318,ricardo palma,-11.9181,-76.6664,24.79,56,0,3.51,PE,1686414343
319,bengkulu,-3.8004,102.2655,24.48,92,66,1.82,ID,1686414343
320,singkang,2.1006,102.7994,25.17,91,25,1.43,MY,1686414343
321,plettenberg bay,-34.0527,23.3716,14.24,74,6,2.25,ZA,1686414343
322,kahului,20.8947,-156.47,24.91,79,20,9.26,US,1686414118
323,ribeira grande,38.5167,-28.7,21.22,60,20,5.14,PT,1686414343
324,umm lajj,25.0213,37.2685,31.8,50,0,4.0,SA,1686414343
325,terrak,65.087,12.3715,16.93,54,10,0.5,NO,1686414343
326,lasa,46.6166,10.7002,24.49,65,53,1.57,IT,1686414343
327,avarua,-21.2078,-159.775,22.03,100,75,1.54,CK,1686414343
328,carballo,43.213,-8.691,23.84,67,92,2.29,ES,1686414344
329,nkhotakota,-12.9274,34.2961,24.41,65,13,1.55,MW,1686414344
330,lompoc,34.6391,-120.4579,17.1,80,100,2.06,US,1686414344
331,port lincoln,-34.7333,135.8667,13.41,67,69,4.06,AU,1686414344
332,mayo,38.8876,-76.5119,28.4,42,0,3.6,US,1686414344
333,opportunity,47.6499,-117.2399,18.14,70,100,2.06,US,1686414344
334,ransang,8.9603,117.5828,26.63,84,100,3.73,PH,1686414344
335,amlame,7.4667,0.9,25.44,87,100,2.95,TG,1686414344
336,urubicha,-15.3833,-62.95,32.07,43,2,3.07,BO,1686414135
337,nola,40.922,14.5329,26.23,72,65,2.59,IT,1686414344
338,sao filipe,14.8961,-24.4956,25.97,75,2,4.02,CV,1686414344
339,port blair,11.6667,92.75,27.72,85,100,7.63,IN,1686414344
340,emerald,-23.5333,148.1667,10.75,57,0,3.42,AU,1686414344
341,torbay,47.6666,-52.7314,9.1,97,100,1.54,CA,1686414345
342,kavieng,-2.5744,150.7967,27.46,78,80,2.76,PG,1686414345
343,puerto madryn,-42.7692,-65.0385,7.6,47,6,12.12,AR,1686414050
344,nome,64.5011,-165.4064,8.42,93,0,0.0,US,1686414345
345,fukue,32.6881,128.8419,21.84,90,100,5.44,JP,1686414345
346,salalah,17.0151,54.0924,30.05,89,0,4.12,OM,1686414345
347,gazojak,41.1875,61.4036,31.01,14,98,6.39,TM,1686414345
348,nantucket,41.2835,-70.0995,21.08,79,0,1.54,US,1686414345
349,quzhou,28.9594,118.8686,24.09,88,86,1.62,CN,1686414345
350,santa fe,-31.6333,-60.7,17.79,63,60,4.92,AR,1686414113
351,savelugu,9.6244,-0.8253,33.88,45,74,1.55,GH,1686414345
352,belaya gora,68.5333,146.4167,17.48,51,100,0.6,RU,1686414345
353,partsa,54.3653,42.8617,15.22,55,89,3.35,RU,1686414345
354,champerico,14.3,-91.9167,31.3,72,100,0.64,GT,1686414345
355,coolum beach,-26.5333,153.1,15.68,91,48,2.36,AU,1686414345
356,zhuanghe,39.7008,122.9911,16.2,92,59,4.93,CN,1686414346
357,popondetta,-8.7537,148.2534,22.64,97,73,1.21,PG,1686414346
358,kurchum,48.5722,83.6542,21.91,71,100,6.56,KZ,1686414346
359,lusambo,-4.9667,23.45,28.59,51,69,0.26,CD,1686414346
360,dicabisagan,17.0818,122.4157,26.17,88,100,2.58,PH,1686414346
361,nanakuli,21.3906,-158.1547,23.97,76,20,3.6,US,1686414346
362,ganzhou,28.8184,115.4327,25.38,85,88,1.45,CN,1686414346
363,helong,42.5397,128.9972,12.83,99,100,0.92,CN,1686414346
364,college,64.8569,-147.8028,16.16,67,40,2.57,US,1686414346
365,noumea,-22.2763,166.4572,19.44,99,0,3.41,NC,1686414346
366,martinho campos,-19.3317,-45.2369,28.34,32,0,1.46,BR,1686414346
367,zapolyarnyy,69.4154,30.8136,11.6,43,100,0.46,RU,1686414078
368,nioro,13.35,-15.75,41.44,17,20,1.57,GM,1686414346
369,jining,35.405,116.5814,23.51,43,0,4.47,CN,1686414347
370,sangmelima,2.9333,11.9833,24.33,93,81,0.96,CM,1686414347
371,sokoni,-6.4333,39.55,26.45,76,8,6.4,TZ,1686414347
372,ahipara,-35.1667,173.1667,10.37,85,6,1.02,NZ,1686414347
373,nanfeng,23.7434,111.7959,25.97,90,62,0.86,CN,1686414347
374,togur,58.3631,82.8265,11.49,51,28,1.88,RU,1686414347
375,srednekolymsk,67.45,153.6833,16.25,29,23,2.91,RU,1686414347
376,jagraon,30.7833,75.4833,33.17,33,99,8.46,IN,1686414347
377,waddan,29.1614,16.139,37.72,17,2,1.77,LY,1686414347
378,ukiah,39.1502,-123.2078,22.98,82,20,0.0,US,1686414253
379,inverell,-29.7833,151.1167,5.87,76,0,2.03,AU,1686414347
380,olavarria,-36.8927,-60.3225,11.04,41,7,7.39,AR,1686414347
381,barao de melgaco,-16.1944,-55.9675,36.0,24,2,2.82,BR,1686414347
382,kamaishi,39.2667,141.8833,15.67,95,100,1.03,JP,1686414348
383,la romana,18.4273,-68.9728,32.2,70,20,2.57,DO,1686414348
384,tessalit,20.1986,1.0114,44.21,7,3,5.03,ML,1686414348
385,ratnagiri,16.9833,73.3,29.46,72,98,5.9,IN,1686414348
386,valle de allende,26.9333,-105.4,26.99,20,0,3.75,MX,1686414348
387,paamiut,61.994,-49.6678,3.38,79,95,2.97,GL,1686414348
388,turan,16.0678,108.2208,28.99,79,40,0.0,VN,1686414348
389,dabakala,8.3667,-4.4333,34.58,39,45,2.12,CI,1686414348
390,abilene,32.4487,-99.7331,33.99,42,0,5.14,US,1686414233
391,spearfish,44.4908,-103.8594,15.49,89,100,1.34,US,1686414348
392,hovd,48.0056,91.6419,23.8,26,26,0.79,MN,1686414348
393,lata,40.1629,-8.3327,23.93,63,100,3.13,PT,1686414348
394,beloha,-25.1667,45.05,19.73,89,0,2.3,MG,1686414348
395,pisco,-13.7,-76.2167,21.03,73,100,1.54,PE,1686414348
396,copparo,44.893,11.8249,25.0,63,99,1.88,IT,1686414348
397,tahta,26.7693,31.5021,35.32,17,0,6.79,EG,1686414349
398,pochutla,15.7432,-96.4661,33.79,52,100,2.48,MX,1686414349
399,havelock,34.8791,-76.9013,28.32,45,0,0.0,US,1686414349
400,yerbogachen,61.2767,108.0108,14.32,86,96,3.49,RU,1686414349
401,roebourne,-20.7833,117.1333,21.18,53,2,3.65,AU,1686414349
402,deoli,25.75,75.3833,36.9,23,0,4.94,IN,1686414349
403,mehran,33.1222,46.1646,37.84,15,44,4.0,IR,1686414349
404,pangai,-19.8,-174.35,23.5,62,6,4.5,TO,1686414349
405,derzhavinsk,51.1,66.3167,20.45,31,6,3.62,KZ,1686414349
406,port macquarie,-31.4333,152.9167,8.27,86,0,2.07,AU,1686414349
407,comodoro rivadavia,-45.8667,-67.5,7.92,36,20,7.2,AR,1686414349
408,ugoofaaru,5.6667,73.0,28.62,82,91,6.18,MV,1686414349
409,poum,-20.2333,164.0167,22.63,73,45,7.22,NC,1686414350
410,sisimiut,66.9395,-53.6735,8.38,48,100,18.21,GL,1686414350
411,dwarka,22.2394,68.9678,29.8,81,46,9.12,IN,1686414350
412,jiuquan,39.7432,98.5174,24.94,18,100,1.38,CN,1686414350
413,portland,45.5234,-122.6762,17.56,74,75,2.06,US,1686413474
414,takoradi,4.8845,-1.7554,26.23,80,92,6.22,GH,1686414350
415,ilulissat,69.2167,-51.1,6.01,93,75,2.06,GL,1686414350
416,vanavara,60.34,102.2797,12.25,81,100,1.32,RU,1686414350
417,zulueta,42.7451,-1.5793,24.79,47,0,3.09,ES,1686414350
418,rodez,44.5,2.5833,24.82,57,20,6.69,FR,1686414350
419,timbiqui,2.7717,-77.6654,29.57,67,69,1.3,CO,1686414350
420,cabinda,-5.55,12.2,24.96,82,84,4.86,AO,1686414350
421,hue,16.4667,107.6,30.06,66,40,1.54,VN,1686414304
422,roma,43.2128,-75.4557,20.94,71,20,3.09,US,1686414351
423,tonj,7.2737,28.6822,28.07,64,100,1.54,SS,1686414351
424,havoysund,70.9963,24.6622,7.13,65,98,2.57,NO,1686414351
425,nedjo,9.5046,35.5019,15.94,96,100,0.55,ET,1686414351
426,cap malheureux,-19.9842,57.6142,22.48,74,2,0.89,MU,1686414351
427,kokoda,-8.8785,147.7407,23.1,97,91,0.6,PG,1686414351
428,banda aceh,5.5577,95.3222,28.27,74,98,5.04,ID,1686414351
429,sebeta,8.9167,38.6167,16.02,60,99,2.0,ET,1686414351
430,jatibonico,21.9419,-79.17,28.93,73,82,5.81,CU,1686414351
431,statesboro,32.4488,-81.7832,28.74,32,0,0.0,US,1686414351
432,teknaf,20.8624,92.3058,27.29,83,96,3.89,BD,1686414351
433,daru,-9.0763,143.2092,25.35,86,39,5.91,PG,1686414351
434,gorin,51.1983,136.6669,13.81,88,19,2.01,RU,1686414351
435,nosy varika,-20.5833,48.5333,22.96,83,10,3.06,MG,1686414352
436,sola,-13.8833,167.55,25.59,74,100,11.06,VU,1686414352
437,vestmanna,62.1564,-7.1664,12.51,82,20,4.63,FO,1686414352
438,linhai,28.85,121.1167,26.07,64,92,0.59,CN,1686414352
439,lac,41.6356,19.7131,24.06,68,100,2.13,AL,1686414352
440,smithers,54.7804,-127.1743,16.18,51,75,3.09,CA,1686414352
441,turbat,26.0023,63.044,31.88,58,11,7.62,PK,1686414352
442,longyearbyen,78.2186,15.6401,3.91,87,75,1.54,SJ,1686414079
443,guymon,36.6828,-101.4816,22.0,60,0,5.14,US,1686414352
444,vavoua,7.3819,-6.4778,32.0,52,91,1.07,CI,1686414352
445,shenjiamen,29.9576,122.298,21.33,94,50,1.81,CN,1686414352
446,tabory,58.5198,64.5495,17.04,55,89,4.13,RU,1686414352
447,lang son,21.8333,106.7333,25.71,79,45,0.62,VN,1686414353
448,isangel,-19.55,169.2667,20.44,68,3,4.59,VU,1686414353
449,prachuap khiri khan,12.2167,99.75,28.16,81,100,3.62,TH,1686414353
450,findlay,41.0442,-83.6499,26.36,30,0,5.14,US,1686414353
451,chulym,55.0997,80.9572,16.02,54,92,1.92,RU,1686414353
452,mirnyy,62.5353,113.9611,19.02,72,99,1.79,RU,1686414353
453,ust-tsilma,65.441,52.1498,5.58,75,100,5.73,RU,1686414353
454,kirakira,-10.4544,161.9205,25.85,88,76,2.83,SB,1686414353
455,kenora,49.8167,-94.4337,15.54,51,40,4.12,CA,1686414353
456,alice springs,-23.7,133.8833,12.9,28,10,2.06,AU,1686414353
457,volosovo,59.4333,29.4833,14.74,38,14,3.54,RU,1686414353
458,shingu,33.7333,135.9833,18.73,95,100,1.46,JP,1686414353
459,yatou,37.15,122.3833,17.05,97,31,2.64,CN,1686414353
460,port augusta,-32.5,137.7667,10.68,66,0,2.18,AU,1686414354
461,viedma,-40.8135,-62.9967,9.93,39,49,10.66,AR,1686414354
462,sao miguel,-5.4667,-35.3667,30.43,65,37,6.97,BR,1686414354
463,leshukonskoye,64.8989,45.7622,5.46,79,94,4.85,RU,1686414354
464,petatlan,17.5167,-101.2667,29.89,46,56,2.22,MX,1686414354
465,hofn,64.2539,-15.2082,9.52,72,45,4.81,IS,1686414354
466,itaqui,-29.1253,-56.5531,23.52,66,92,4.51,BR,1686414354
467,tevaitoa,-16.7833,-151.5,26.45,67,100,6.94,PF,1686414354
468,quatre cocos,-20.2078,57.7625,23.06,68,15,6.27,MU,1686414354
469,oxelosund,58.6706,17.1015,17.21,29,0,4.63,SE,1686414354
470,khani,41.9563,42.9566,16.76,99,97,0.42,GE,1686414355
471,igarka,67.4667,86.5833,7.07,53,8,3.79,RU,1686414355
472,upata,8.0086,-62.3989,33.04,41,23,3.35,VE,1686414355
473,batemans bay,-35.7167,150.1833,10.61,75,6,1.7,AU,1686414355
474,yagodnoye,62.55,149.6667,12.06,60,93,1.55,RU,1686414355
475,akwatia,6.0402,-0.8088,25.23,94,100,2.5,GH,1686414355
476,warangal,18.0,79.5833,32.45,41,28,5.76,IN,1686414057
477,nishihara,26.1842,127.7558,26.81,89,20,2.57,JP,1686414355
478,cockburn town,21.4612,-71.1419,27.89,84,36,7.03,TC,1686414355
479,chara,56.9064,118.2631,16.34,48,23,1.04,RU,1686414355
480,cheyenne,41.14,-104.8203,18.86,54,0,4.02,US,1686414188
481,jacmel,18.2342,-72.5347,32.91,59,100,4.49,HT,1686414355
482,nusaybin,37.0778,41.2178,32.16,21,37,3.6,TR,1686414355
483,olafsvik,64.8945,-23.7142,7.06,72,47,7.77,IS,1686414355
484,gorshechnoye,51.5244,38.0365,14.71,95,100,8.54,RU,1686414356
485,bilopillya,51.1502,34.3129,16.76,90,100,5.05,UA,1686414356
486,colares,38.7992,-9.4469,25.25,75,20,6.26,PT,1686414356
487,marsa matruh,31.3525,27.2453,23.11,78,40,8.23,EG,1686414356
488,cortez,37.3489,-108.5859,22.8,26,0,1.54,US,1686414356
489,castellammare del golfo,38.0188,12.8858,25.12,77,100,2.59,IT,1686414356
490,palmer,42.1584,-72.3287,21.65,52,75,4.63,US,1686414356
491,ponta delgada,37.7333,-25.6667,20.4,73,20,5.66,PT,1686414356
492,dano,11.15,-3.0667,36.43,28,98,1.61,BF,1686414356
493,kloulklubed,7.0419,134.2556,28.63,76,99,2.92,PW,1686414356
494,maldonado,-34.6667,-54.9167,12.85,42,60,5.12,UY,1686414114
495,tomatlan,19.9333,-105.25,30.92,55,56,2.46,MX,1686414356
496,abu dhabi,24.4667,54.3667,33.06,62,0,3.09,AE,1686414125
497,cessnock,-32.8333,151.35,11.16,87,0,0.97,AU,1686414312
498,callaway,30.153,-85.5699,29.98,70,75,3.6,US,1686414357
499,mulege,26.8833,-111.9833,29.7,25,0,0.96,MX,1686414357
500,bato,13.3528,123.3677,26.39,89,94,3.85,PH,1686414357
501,vila do maio,15.1333,-23.2167,31.44,83,2,5.83,CV,1686414357
502,sobolevo,54.4299,31.8996,13.49,57,100,5.8,RU,1686414357
503,saldanha,-33.0117,17.9442,13.03,77,20,2.02,ZA,1686414357
504,talaya,61.3833,152.75,9.91,84,5,2.76,RU,1686414357
505,jishou,28.3167,109.7167,24.33,81,100,1.01,CN,1686414357
506,vaitape,-16.5167,-151.75,26.4,68,100,6.71,PF,1686414357
507,quelimane,-17.8786,36.8883,22.13,84,0,2.42,MZ,1686414357
508,bossangoa,6.4926,17.4552,29.86,60,73,0.21,CF,1686414357
509,batagay,67.6333,134.6333,10.86,83,90,1.88,RU,1686414357
510,ati,13.2154,18.3353,31.36,42,100,1.24,TD,1686414359
511,luba,3.4568,8.5547,25.94,83,79,5.08,GQ,1686414359
512,peniche,39.3558,-9.3811,23.38,83,95,4.37,PT,1686414359
513,presidencia roque saenz pena,-26.7852,-60.4388,29.4,49,18,2.78,AR,1686414359
514,lambarene,-0.7001,10.2406,27.92,70,65,1.93,GA,1686414359
515,tunceli,39.1083,39.5471,19.19,78,100,0.86,TR,1686414359
516,sao marcos,-28.9711,-51.0681,25.75,53,17,3.18,BR,1686414359
517,slavgorodskoye,53.0214,78.6435,17.34,51,17,2.9,RU,1686414359
518,hannoversch munden,51.4151,9.6505,28.27,36,0,5.66,DE,1686414359
519,inzhavino,52.3185,42.4937,16.76,81,90,6.98,RU,1686414359
520,labuhan,-6.8844,112.2051,25.34,83,28,3.19,ID,1686414360
521,northam,51.0333,-4.2167,19.25,89,99,1.51,GB,1686414360
522,duku,11.2361,4.9073,34.11,43,69,2.71,NG,1686414360
523,ixtapa,20.7,-105.2,31.79,54,0,0.89,MX,1686414360
524,zhoucheng,35.9122,116.3117,23.67,31,1,4.12,CN,1686414360
525,norman wells,65.282,-126.8329,13.02,82,75,7.2,CA,1686414302
526,tibacuy,4.3511,-72.4564,29.21,67,19,3.0,CO,1686414360
527,horsham,51.064,-0.3272,31.02,39,0,4.63,GB,1686414360
528,kapasan,-6.7773,111.3789,24.54,84,22,2.25,ID,1686414360
529,carutapera,-1.195,-46.02,30.07,65,51,4.41,BR,1686414360
530,vila franca do campo,37.7167,-25.4333,20.23,65,6,5.87,PT,1686414360
531,bijar,35.8668,47.6051,21.4,31,57,5.15,IR,1686414360
532,aneho,6.2333,1.6,27.11,93,100,6.59,TG,1686414361
533,mattru,7.6244,-11.8332,28.29,82,93,2.39,SL,1686414361
534,dukat,62.55,155.55,8.71,53,17,1.9,RU,1686414361
535,egvekinot,66.3167,-179.1667,0.8,75,100,2.57,RU,1686414361
536,joshimath,30.5667,79.5667,18.96,63,47,2.67,IN,1686414361
537,monroe,43.1501,-77.6831,24.7,58,75,4.12,US,1686414361
538,macusani,-14.0833,-70.4333,10.17,17,1,1.33,PE,1686414361
539,altinopolis,-21.0256,-47.3739,26.64,34,0,1.8,BR,1686414361
540,dewas,22.9667,76.0667,32.1,25,87,4.49,IN,1686414361
541,vanimo,-2.6741,141.3028,25.94,90,99,2.18,PG,1686414362
542,hami,42.8,93.45,31.81,11,1,1.09,CN,1686414362
543,dryden,49.7833,-92.7503,14.16,54,0,4.63,CA,1686414362
544,chino valley,34.7575,-112.4538,24.21,22,0,1.34,US,1686414362
545,blyznyuky,48.8578,36.5551,21.12,68,100,2.46,UA,1686414362
546,la ligua,-32.4524,-71.2311,15.53,63,31,2.46,CL,1686414260
547,ambilobe,-13.2,49.05,22.35,79,1,0.92,MG,1686414363
548,henties bay,-22.116,14.2845,15.72,78,0,4.15,NA,1686414363
549,ostersund,63.1792,14.6357,21.45,30,20,3.09,SE,1686414363
550,luganville,-15.5333,167.1667,24.17,79,100,4.99,VU,1686414363
551,the pas,53.8251,-101.2541,17.01,51,20,4.12,CA,1686414363
552,leonidovo,49.2833,142.8667,9.53,98,99,1.44,RU,1686414364
553,aracuai,-16.8497,-42.0703,32.36,36,34,0.25,BR,1686414364
554,forbes,-33.3833,148.0167,4.4,82,0,2.23,AU,1686414364
555,shubarkuduk,49.1447,56.4872,24.29,32,41,4.09,KZ,1686414364
556,zhangjiakou,40.81,114.8794,15.92,44,17,2.45,CN,1686414364
557,melipilla,-33.7,-71.2167,12.45,65,95,1.95,CL,1686414364
558,fallingbostel,52.8667,9.7,30.03,39,45,3.6,DE,1686414365
559,kiama,-34.6833,150.8667,10.7,75,0,0.45,AU,1686414248
560,sakakah,29.9697,40.2064,36.76,14,89,2.06,SA,1686414153
561,ardakan,32.31,54.0175,32.82,21,1,3.32,IR,1686414365
562,terrace bay,48.7834,-87.1,12.06,58,91,3.9,CA,1686414365
563,sirnak,37.5228,42.4594,24.04,41,76,2.76,TR,1686414365
564,honningsvag,70.9821,25.9704,6.86,81,100,2.57,NO,1686414365
565,bograd,54.2344,90.8328,15.19,94,94,3.01,RU,1686414366
566,boundiali,9.5217,-6.4869,35.54,33,60,2.15,CI,1686414366
567,rabat,33.9911,-6.8401,25.58,68,40,4.63,MA,1686414366
568,assiniboia,49.6334,-105.9845,16.9,48,0,5.14,CA,1686414078
569,smolenka,52.1352,113.4974,11.04,71,34,1.0,RU,1686414366
570,sibu,2.3,111.8167,26.17,94,20,0.0,MY,1686414366
571,baykit,61.67,96.37,11.42,61,98,3.71,RU,1686414366
572,jijiga,9.35,42.8,20.1,77,94,3.62,ET,1686414366
573,awbari,26.5921,12.7805,39.75,13,0,5.33,LY,1686414367
